,Round,Client,TestAcc
137,14,7,10.0
138,14,8,10.0
139,14,9,10.0
140,15,0,10.0
141,15,1,11.02
142,15,2,10.0
143,15,3,10.0
144,15,4,10.0
145,15,5,10.0
146,15,6,11.92
147,15,7,10.0
148,15,8,10.0
149,15,9,10.06
150,16,0,10.0
151,16,1,10.0
152,16,2,10.0
153,16,3,10.0
154,16,4,10.0
155,16,5,12.1
156,16,6,10.0
157,16,7,12.87
158,16,8,10.0
159,16,9,12.51
160,17,0,12.41
161,17,1,10.0
162,17,2,11.96
163,17,3,11.26
164,17,4,10.0
165,17,5,10.0
166,17,6,11.41
167,17,7,10.0
168,17,8,9.81
169,17,9,10.0
170,18,0,10.0
171,18,1,10.0
172,18,2,10.0
173,18,3,14.49
174,18,4,10.0
175,18,5,10.02
176,18,6,10.01
177,18,7,12.56
178,18,8,10.0
179,18,9,10.4
180,19,0,10.0
181,19,1,10.96
182,19,2,10.0
183,19,3,10.0
184,19,4,10.0
185,19,5,10.0
186,19,6,10.0
187,19,7,10.0
188,19,8,10.0
189,19,9,10.78
190,20,0,13.84
191,20,1,12.19
192,20,2,10.0
193,20,3,10.0
194,20,4,10.0
195,20,5,10.87
196,20,6,11.27
197,20,7,10.0
198,20,8,10.0
199,20,9,10.0
200,21,0,10.0
201,21,1,10.0
202,21,2,10.0
203,21,3,12.31
204,21,4,10.0
205,21,5,10.0
206,21,6,12.82
207,21,7,10.04
208,21,8,10.35
209,21,9,10.0
210,22,0,10.49
211,22,1,10.0
212,22,2,11.5
213,22,3,10.0
214,22,4,13.3
215,22,5,10.0
216,22,6,10.0
217,22,7,10.0
218,22,8,10.0
219,22,9,10.0
220,23,0,10.3
221,23,1,10.0
222,23,2,10.03
223,23,3,10.0
224,23,4,10.86
225,23,5,10.0
226,23,6,10.0
227,23,7,10.0
228,23,8,10.0
229,23,9,10.67
230,24,0,10.0
231,24,1,10.0
232,24,2,10.0
233,24,3,10.0
234,24,4,12.23
235,24,5,10.0
236,24,6,10.01
237,24,7,10.0
238,24,8,10.0
239,24,9,10.0
240,25,0,11.46
241,25,1,10.0
242,25,2,12.09
243,25,3,10.07
244,25,4,13.67
245,25,5,10.63
246,25,6,10.03
247,25,7,12.6
248,25,8,10.0
249,25,9,11.05
250,26,0,10.28
251,26,1,10.0
252,26,2,17.53
253,26,3,10.0
254,26,4,10.67
255,26,5,11.4
256,26,6,10.0
257,26,7,10.63
258,26,8,10.08
259,26,9,10.06
260,27,0,13.06
261,27,1,10.0
262,27,2,13.54
263,27,3,14.21
264,27,4,10.0
265,27,5,17.19
266,27,6,10.24
267,27,7,13.37
268,27,8,10.01
269,27,9,14.0
270,28,0,10.5
271,28,1,10.0
272,28,2,17.46
273,28,3,10.83
274,28,4,13.18
275,28,5,10.79
276,28,6,12.13
277,28,7,12.29
278,28,8,15.98
279,28,9,16.46
280,29,0,10.0
281,29,1,10.83
282,29,2,11.71
283,29,3,15.74
284,29,4,11.58
285,29,5,14.88
286,29,6,10.37
287,29,7,14.28
288,29,8,10.0
289,29,9,10.0
290,30,0,19.39
291,30,1,10.0
292,30,2,17.64
293,30,3,11.87
294,30,4,13.65
295,30,5,16.04
296,30,6,10.0
297,30,7,12.65
298,30,8,11.41
299,30,9,18.95
300,31,0,17.75
301,31,1,12.72
302,31,2,13.21
303,31,3,16.56
304,31,4,11.35
305,31,5,10.0
306,31,6,14.9
307,31,7,12.72
308,31,8,12.81
309,31,9,17.85
310,32,0,14.25
311,32,1,12.46
312,32,2,15.61
313,32,3,10.07
314,32,4,10.0
315,32,5,10.0
316,32,6,10.0
317,32,7,10.13
318,32,8,10.13
319,32,9,10.01
320,33,0,13.1
321,33,1,10.42
322,33,2,14.16
323,33,3,12.23
324,33,4,10.26
325,33,5,14.67
326,33,6,11.45
327,33,7,16.46
328,33,8,11.78
329,33,9,11.96
330,34,0,20.63
331,34,1,13.27
332,34,2,20.48
333,34,3,17.34
334,34,4,17.34
335,34,5,17.96
336,34,6,11.12
337,34,7,16.49
338,34,8,10.45
339,34,9,15.0
340,35,0,11.2
341,35,1,13.78
342,35,2,15.48
343,35,3,10.69
344,35,4,15.33
345,35,5,14.32
346,35,6,11.96
347,35,7,10.0
348,35,8,15.07
349,35,9,10.32
350,36,0,13.11
351,36,1,10.66
352,36,2,15.29
353,36,3,10.0
354,36,4,16.0
355,36,5,10.1
356,36,6,15.27
357,36,7,18.22
358,36,8,13.81
359,36,9,13.04
360,37,0,10.0
361,37,1,9.9
362,37,2,11.25
363,37,3,10.27
364,37,4,9.81
365,37,5,14.88
366,37,6,15.5
367,37,7,12.41
368,37,8,10.76
369,37,9,10.35
370,38,0,18.57
371,38,1,11.08
372,38,2,10.0
373,38,3,18.14
374,38,4,16.38
375,38,5,16.71
376,38,6,11.66
377,38,7,18.55
378,38,8,10.0
379,38,9,10.5
380,39,0,10.3
381,39,1,10.0
382,39,2,12.45
383,39,3,15.91
384,39,4,18.42
385,39,5,12.12
386,39,6,14.08
387,39,7,13.86
388,39,8,17.18
389,39,9,10.0
390,40,0,14.54
391,40,1,22.86
392,40,2,18.71
393,40,3,22.12
394,40,4,10.02
395,40,5,20.53
396,40,6,12.43
397,40,7,12.57
398,40,8,10.24
399,40,9,14.74
400,41,0,16.85
401,41,1,17.2
402,41,2,19.3
403,41,3,17.77
404,41,4,10.57
405,41,5,10.12
406,41,6,16.17
407,41,7,12.51
408,41,8,17.97
409,41,9,17.35
410,42,0,13.56
411,42,1,11.88
412,42,2,16.93
413,42,3,16.48
414,42,4,15.86
415,42,5,12.55
416,42,6,17.6
417,42,7,19.8
418,42,8,16.42
419,42,9,11.08
420,43,0,15.9
421,43,1,21.95
422,43,2,14.49
423,43,3,10.24
424,43,4,15.49
425,43,5,21.19
426,43,6,17.55
427,43,7,10.0
428,43,8,17.4
429,43,9,12.01
430,44,0,11.76
431,44,1,15.99
432,44,2,11.76
433,44,3,15.31
434,44,4,20.46
435,44,5,15.93
436,44,6,13.23
437,44,7,19.64
438,44,8,12.85
439,44,9,19.14
440,45,0,17.77
441,45,1,24.29
442,45,2,13.39
443,45,3,16.02
444,45,4,14.48
445,45,5,18.64
446,45,6,10.01
447,45,7,17.01
448,45,8,15.4
449,45,9,16.83
450,46,0,14.67
451,46,1,16.46
452,46,2,11.05
453,46,3,15.62
454,46,4,17.9
455,46,5,12.21
456,46,6,15.76
457,46,7,16.65
458,46,8,13.94
459,46,9,19.9
460,47,0,16.9
461,47,1,16.86
462,47,2,17.89
463,47,3,17.56
464,47,4,17.11
465,47,5,17.46
466,47,6,13.25
467,47,7,18.26
468,47,8,23.84
469,47,9,15.48
470,48,0,24.37
471,48,1,20.73
472,48,2,13.93
473,48,3,17.35
474,48,4,17.3
475,48,5,13.77
476,48,6,21.42
477,48,7,19.0
478,48,8,20.65
479,48,9,22.38
480,49,0,20.75
481,49,1,16.82
482,49,2,24.0
483,49,3,19.87
484,49,4,24.0
485,49,5,17.66
486,49,6,10.15
487,49,7,20.3
488,49,8,10.34
489,49,9,19.03
490,50,0,21.18
491,50,1,19.09
492,50,2,17.73
493,50,3,18.23
494,50,4,14.58
495,50,5,18.26
496,50,6,18.65
497,50,7,18.85
498,50,8,19.23
499,50,9,18.23
500,51,0,16.11
501,51,1,23.29
502,51,2,21.59
503,51,3,23.94
504,51,4,17.77
505,51,5,18.16
506,51,6,18.23
507,51,7,16.43
508,51,8,15.03
509,51,9,20.3
510,52,0,11.54
511,52,1,18.82
512,52,2,12.41
513,52,3,17.33
514,52,4,11.45
515,52,5,12.92
516,52,6,15.54
517,52,7,15.24
518,52,8,21.37
519,52,9,12.49
520,53,0,19.35
521,53,1,10.0
522,53,2,14.47
523,53,3,18.2
524,53,4,17.02
525,53,5,17.46
526,53,6,18.6
527,53,7,18.79
528,53,8,19.53
529,53,9,16.66
530,54,0,10.86
531,54,1,12.05
532,54,2,13.11
533,54,3,10.44
534,54,4,10.95
535,54,5,14.47
536,54,6,20.11
537,54,7,17.44
538,54,8,14.94
539,54,9,15.37
540,55,0,16.2
541,55,1,20.69
542,55,2,22.0
543,55,3,17.56
544,55,4,11.08
545,55,5,13.49
546,55,6,23.7
547,55,7,12.92
548,55,8,18.78
549,55,9,15.46
550,56,0,16.58
551,56,1,14.37
552,56,2,20.24
553,56,3,22.88
554,56,4,22.64
555,56,5,22.55
556,56,6,24.35
557,56,7,23.43
558,56,8,22.36
559,56,9,23.43
560,57,0,19.55
561,57,1,18.08
562,57,2,15.52
563,57,3,23.02
564,57,4,21.81
565,57,5,15.37
566,57,6,16.93
567,57,7,13.97
568,57,8,14.63
569,57,9,21.75
570,58,0,22.35
571,58,1,20.18
572,58,2,20.55
573,58,3,17.81
574,58,4,15.64
575,58,5,21.38
576,58,6,16.37
577,58,7,21.71
578,58,8,21.06
579,58,9,16.33
580,59,0,19.64
581,59,1,15.7
582,59,2,18.12
583,59,3,29.33
584,59,4,22.28
585,59,5,18.76
586,59,6,19.13
587,59,7,22.38
588,59,8,22.77
589,59,9,22.85
590,60,0,20.67
591,60,1,18.06
592,60,2,19.55
593,60,3,18.98
594,60,4,21.23
595,60,5,11.92
596,60,6,21.92
597,60,7,15.76
598,60,8,19.92
599,60,9,22.83
600,61,0,17.53
601,61,1,19.33
602,61,2,23.69
603,61,3,22.55
604,61,4,22.43
605,61,5,17.83
606,61,6,22.01
607,61,7,21.87
608,61,8,17.01
609,61,9,22.98
610,62,0,17.28
611,62,1,21.79
612,62,2,22.56
613,62,3,20.65
614,62,4,24.7
615,62,5,10.99
616,62,6,13.05
617,62,7,23.08
618,62,8,14.06
619,62,9,23.01
620,63,0,25.66
621,63,1,15.55
622,63,2,20.35
623,63,3,23.09
624,63,4,16.8
625,63,5,17.38
626,63,6,21.9
627,63,7,23.59
628,63,8,23.0
629,63,9,23.0
630,64,0,21.12
631,64,1,12.06
632,64,2,19.59
633,64,3,25.67
634,64,4,18.01
635,64,5,25.52
636,64,6,18.06
637,64,7,20.47
638,64,8,24.29
639,64,9,22.4
640,65,0,19.05
641,65,1,14.11
642,65,2,17.92
643,65,3,21.61
644,65,4,17.88
645,65,5,22.1
646,65,6,24.48
647,65,7,15.46
648,65,8,17.82
649,65,9,24.23
650,66,0,18.87
651,66,1,17.2
652,66,2,25.92
653,66,3,23.01
654,66,4,10.23
655,66,5,25.14
656,66,6,10.01
657,66,7,10.78
658,66,8,24.63
659,66,9,17.73
660,67,0,22.79
661,67,1,21.7
662,67,2,17.39
663,67,3,22.63
664,67,4,21.13
665,67,5,18.17
666,67,6,20.32
667,67,7,27.16
668,67,8,23.27
669,67,9,22.74
670,68,0,21.12
671,68,1,22.18
672,68,2,20.6
673,68,3,15.68
674,68,4,23.04
675,68,5,18.15
676,68,6,23.49
677,68,7,15.36
678,68,8,10.26
679,68,9,17.58
680,69,0,20.34
681,69,1,20.12
682,69,2,14.57
683,69,3,19.83
684,69,4,17.23
685,69,5,23.11
686,69,6,21.69
687,69,7,14.98
688,69,8,20.18
689,69,9,19.53
690,70,0,21.6
691,70,1,18.3
692,70,2,23.87
693,70,3,19.55
694,70,4,24.36
695,70,5,23.87
696,70,6,21.72
697,70,7,27.28
698,70,8,14.81
699,70,9,26.09
700,71,0,10.04
701,71,1,20.33
702,71,2,14.25
703,71,3,19.81
704,71,4,21.25
705,71,5,18.35
706,71,6,16.96
707,71,7,18.73
708,71,8,18.25
709,71,9,19.55
710,72,0,16.2
711,72,1,13.55
712,72,2,19.94
713,72,3,21.92
714,72,4,17.71
715,72,5,19.48
716,72,6,22.37
717,72,7,17.65
718,72,8,15.04
719,72,9,20.17
720,73,0,21.47
721,73,1,21.72
722,73,2,13.17
723,73,3,23.57
724,73,4,16.66
725,73,5,24.49
726,73,6,16.04
727,73,7,15.47
728,73,8,20.78
729,73,9,16.3
730,74,0,15.63
731,74,1,21.09
732,74,2,21.31
733,74,3,23.93
734,74,4,22.39
735,74,5,15.5
736,74,6,23.35
737,74,7,18.54
738,74,8,15.38
739,74,9,25.05
740,75,0,29.7
741,75,1,16.91
742,75,2,18.17
743,75,3,22.86
744,75,4,18.29
745,75,5,20.3
746,75,6,22.94
747,75,7,20.24
748,75,8,20.62
749,75,9,19.64
750,76,0,18.78
751,76,1,12.71
752,76,2,24.64
753,76,3,15.42
754,76,4,23.26
755,76,5,18.99
756,76,6,19.35
757,76,7,19.43
758,76,8,10.0
759,76,9,23.28
760,77,0,22.24
761,77,1,22.64
762,77,2,19.02
763,77,3,23.42
764,77,4,26.1
765,77,5,20.76
766,77,6,21.54
767,77,7,20.16
768,77,8,22.69
769,77,9,19.21
770,78,0,18.28
771,78,1,18.38
772,78,2,23.39
773,78,3,22.67
774,78,4,26.1
775,78,5,17.81
776,78,6,20.97
777,78,7,18.17
778,78,8,17.41
779,78,9,22.22
780,79,0,19.56
781,79,1,23.52
782,79,2,22.36
783,79,3,22.59
784,79,4,17.63
785,79,5,17.72
786,79,6,18.11
787,79,7,25.96
788,79,8,23.25
789,79,9,24.61
790,80,0,21.96
791,80,1,20.81
792,80,2,20.73
793,80,3,18.34
794,80,4,22.25
795,80,5,24.25
796,80,6,25.13
797,80,7,20.69
798,80,8,20.33
799,80,9,21.0
800,81,0,22.22
801,81,1,23.97
802,81,2,27.73
803,81,3,18.7
804,81,4,18.08
805,81,5,18.59
806,81,6,25.98
807,81,7,23.22
808,81,8,19.72
809,81,9,17.79
810,82,0,20.68
811,82,1,18.98
812,82,2,19.02
813,82,3,18.96
814,82,4,18.13
815,82,5,21.08
816,82,6,23.11
817,82,7,24.26
818,82,8,24.1
819,82,9,18.21
820,83,0,19.93
821,83,1,16.86
822,83,2,19.84
823,83,3,19.94
824,83,4,22.61
825,83,5,23.18
826,83,6,14.19
827,83,7,17.8
828,83,8,22.83
829,83,9,19.03
830,84,0,15.68
831,84,1,18.22
832,84,2,18.02
833,84,3,18.65
834,84,4,18.16
835,84,5,18.1
836,84,6,22.91
837,84,7,17.77
838,84,8,23.68
839,84,9,22.1
840,85,0,18.22
841,85,1,11.96
842,85,2,26.51
843,85,3,21.3
844,85,4,20.02
845,85,5,19.4
846,85,6,32.92
847,85,7,27.67
848,85,8,16.0
849,85,9,24.1
850,86,0,16.45
851,86,1,19.59
852,86,2,26.07
853,86,3,21.61
854,86,4,20.79
855,86,5,20.0
856,86,6,18.14
857,86,7,22.15
858,86,8,15.71
859,86,9,20.72
860,87,0,23.58
861,87,1,15.92
862,87,2,18.81
863,87,3,17.59
864,87,4,18.94
865,87,5,23.21
866,87,6,24.42
867,87,7,22.97
868,87,8,20.63
869,87,9,20.7
870,88,0,25.22
871,88,1,21.61
872,88,2,23.07
873,88,3,16.71
874,88,4,27.29
875,88,5,22.97
876,88,6,25.32
877,88,7,20.61
878,88,8,11.81
879,88,9,23.67
880,89,0,15.17
881,89,1,23.58
882,89,2,22.79
883,89,3,26.02
884,89,4,23.35
885,89,5,14.04
886,89,6,24.54
887,89,7,22.61
888,89,8,16.3
889,89,9,21.88
890,90,0,26.99
891,90,1,26.68
892,90,2,16.11
893,90,3,19.09
894,90,4,16.09
895,90,5,19.98
896,90,6,25.14
897,90,7,24.02
898,90,8,18.27
899,90,9,22.81
900,91,0,14.8
901,91,1,17.55
902,91,2,15.42
903,91,3,23.5
904,91,4,16.44
905,91,5,13.54
906,91,6,12.4
907,91,7,11.8
908,91,8,22.97
909,91,9,16.78
910,92,0,21.39
911,92,1,21.63
912,92,2,14.77
913,92,3,20.81
914,92,4,19.35
915,92,5,19.26
916,92,6,18.88
917,92,7,26.3
918,92,8,18.77
919,92,9,25.96
920,93,0,25.42
921,93,1,23.09
922,93,2,24.69
923,93,3,28.17
924,93,4,24.82
925,93,5,19.31
926,93,6,20.68
927,93,7,25.83
928,93,8,22.21
929,93,9,23.46
930,94,0,19.15
931,94,1,26.17
932,94,2,26.97
933,94,3,27.16
934,94,4,26.6
935,94,5,19.39
936,94,6,24.39
937,94,7,27.8
938,94,8,27.66
939,94,9,26.53
940,95,0,24.6
941,95,1,21.37
942,95,2,16.66
943,95,3,23.85
944,95,4,15.06
945,95,5,27.85
946,95,6,21.74
947,95,7,16.37
948,95,8,27.96
949,95,9,18.65
950,96,0,21.57
951,96,1,20.45
952,96,2,28.93
953,96,3,23.21
954,96,4,27.64
955,96,5,24.87
956,96,6,13.23
957,96,7,16.73
958,96,8,19.43
959,96,9,17.36
960,97,0,21.2
961,97,1,24.77
962,97,2,18.69
963,97,3,24.77
964,97,4,19.55
965,97,5,31.18
966,97,6,17.56
967,97,7,23.52
968,97,8,17.66
969,97,9,22.0
970,98,0,26.28
971,98,1,21.71
972,98,2,19.7
973,98,3,24.08
974,98,4,22.89
975,98,5,13.52
976,98,6,20.42
977,98,7,26.37
978,98,8,21.52
979,98,9,20.19
980,99,0,24.16
981,99,1,21.41
982,99,2,24.27
983,99,3,18.5
984,99,4,24.46
985,99,5,21.32
986,99,6,24.41
987,99,7,19.75
988,99,8,22.43
989,99,9,23.26
990,100,0,20.52
991,100,1,20.68
992,100,2,22.6
993,100,3,21.63
994,100,4,20.25
995,100,5,28.71
996,100,6,23.97
997,100,7,19.77
998,100,8,27.08
999,100,9,22.78
